CHAVE,NOME,AGENCIA,AGENCIA_NOME,CIDADE,DATA_ASSOCIACAO,DATA_VALIDA,RENDA_MENSAL,RENDA_INFORMADA,CONTA_CORRENTE,CARTAO,CREDITO,INVESTIMENTO,CONSORCIO,SEGURO,SALDO_MEDIO,PIX_MENSAL,COMPRAS_CARTAO,QTD_PRODUTOS,TEMPO_RELACIONAMENTO_ANOS,FAIXA_TEMPO,FAIXA_RENDA,INDICE_MOVIMENTACAO,SCORE_PRODUTOS,SCORE_TEMPO,SCORE_MOVIMENTACAO,SCORE_TOTAL,CLASSIFICACAO,OPORT_CROSS_SELL,OPORT_BAIXA_UTILIZACAO
255,Ricardo Sobrenome,3,Agencia 3,Pato Branco,2023-07-15,True,16074.0,True,False,True,True,False,False,False,21285,28,13818,2,3.13,3 a 5 anos,Acima de R$ 15.000,29.5,1,2,0,3,Em Desenvolvimento,True,True
256,Carlos Sobrenome,1,Agencia 1,Cascavel,2018-01-17,True,28974.0,True,True,True,False,False,False,False,160665,12,5121,2,8.62,Mais de 5 anos,Acima de R$ 15.000,41.7,1,3,1,5,Maduro,True,False
257,Bruno Sobrenome,5,Agencia 5,Pato Branco,,False,28012.0,True,True,True,True,True,False,True,246662,69,10186,5,,Nao informado,Acima de R$ 15.000,79.6,2,1,3,6,Maduro,False,False
258,Carlos Sobrenome,3,Agencia 3,Chapeco,2019-10-27,True,17004.0,True,False,False,True,False,True,True,152003,97,6049,3,6.84,Mais de 5 anos,Acima de R$ 15.000,62.1,1,3,2,6,Maduro,False,False
259,Carlos Sobrenome,1,Agencia 1,Cascavel,2024-07-08,True,10931.0,True,False,False,True,True,True,False,126719,88,8789,3,2.14,2 a 3 anos,R$ 8.001 a R$ 15.000,58.3,1,1,2,4,Em Desenvolvimento,False,False
260,Ricardo Sobrenome,1,Agencia 1,Chapeco,2025-04-14,True,7453.0,True,True,True,True,False,False,False,154771,100,10132,3,1.38,Menos de 2 anos,R$ 3.001 a R$ 8.000,69.1,1,0,3,4,Em Desenvolvimento,False,False
261,Carlos Sobrenome,4,Agencia 4,Chapeco,2021-02-16,True,7303.0,True,False,True,True,False,True,False,236392,36,1187,3,5.53,Mais de 5 anos,R$ 3.001 a R$ 8.000,57.4,1,3,2,6,Maduro,False,False
262,Fernanda Sobrenome,2,Agencia 2,Pato Branco,2018-11-18,True,18607.0,True,True,False,False,True,False,True,233385,65,15190,3,7.78,Mais de 5 anos,Acima de R$ 15.000,82.0,1,3,3,7,Engajado,False,False
263,Lucas Sobrenome,4,Agencia 4,Pato Branco,2023-12-13,True,15515.0,True,False,False,True,False,True,False,150265,93,16750,2,2.71,2 a 3 anos,Acima de R$ 15.000,74.2,1,1,3,5,Maduro,True,False
264,Joao Sobrenome,3,Agencia 3,Maringa,2018-01-07,True,4160.0,True,True,True,False,False,False,False,215102,17,6858,2,8.64,Mais de 5 anos,R$ 3.001 a R$ 8.000,55.9,1,3,2,6,Maduro,False,False
265,Juliana Sobrenome,4,Agencia 4,Cascavel,,False,7361.0,True,False,True,False,True,False,False,199562,69,14805,2,,Nao informado,R$ 3.001 a R$ 8.000,76.4,1,1,3,5,Maduro,False,False
266,Amanda Sobrenome,2,Agencia 2,Chapeco,2023-08-09,True,22444.0,True,True,False,False,True,True,True,127494,83,9021,4,3.06,3 a 5 anos,Acima de R$ 15.000,57.5,2,2,2,6,Maduro,False,False
267,Lucas Sobrenome,2,Agencia 2,Pato Branco,2019-03-15,True,5843.0,True,False,False,True,False,False,False,170220,4,17219,1,7.46,Mais de 5 anos,R$ 3.001 a R$ 8.000,56.4,0,3,2,5,Maduro,False,False
268,Paula Sobrenome,3,Agencia 3,Pato Branco,2024-02-14,True,11165.0,True,False,False,True,True,False,True,235537,66,15929,3,2.54,2 a 3 anos,R$ 8.001 a R$ 15.000,83.4,1,1,3,5,Maduro,False,False
269,Mariana Sobrenome,1,Agencia 1,Maringa,2021-04-20,True,25880.0,True,True,False,True,True,True,True,137791,75,19760,5,5.36,Mais de 5 anos,Acima de R$ 15.000,70.8,2,3,3,8,Engajado,False,False
270,Mariana Sobrenome,5,Agencia 5,Maringa,2023-07-07,True,24522.0,True,False,True,False,False,False,False,243401,62,1148,1,3.15,3 a 5 anos,Acima de R$ 15.000,65.1,0,2,3,5,Maduro,True,False
271,Fernanda Sobrenome,3,Agencia 3,Chapeco,2023-08-21,True,5103.0,True,False,True,True,True,True,False,147625,49,13563,4,3.03,3 a 5 anos,R$ 3.001 a R$ 8.000,59.6,2,2,2,6,Maduro,False,False
272,Amanda Sobrenome,4,Agencia 4,Pato Branco,2023-04-01,True,18500.0,True,True,True,False,False,True,False,25252,44,9583,3,3.41,3 a 5 anos,Acima de R$ 15.000,29.2,1,2,0,3,Em Desenvolvimento,False,True
273,Paula Sobrenome,4,Agencia 4,Chapeco,2020-02-01,True,7695.0,True,True,False,False,True,False,False,107725,76,19732,2,6.58,Mais de 5 anos,R$ 3.001 a R$ 8.000,64.9,1,3,3,7,Engajado,False,False
274,Fernanda Sobrenome,1,Agencia 1,Pato Branco,2018-09-03,True,3217.0,True,True,False,False,False,True,False,17525,8,16835,2,7.99,Mais de 5 anos,R$ 3.001 a R$ 8.000,26.9,1,3,0,4,Em Desenvolvimento,False,True
275,Fernanda Sobrenome,1,Agencia 1,Maringa,2018-08-15,True,14497.0,True,False,True,True,True,True,True,20315,61,6483,5,8.04,Mais de 5 anos,R$ 8.001 a R$ 15.000,28.1,2,3,0,5,Maduro,False,True
276,Fernanda Sobrenome,4,Agencia 4,Pato Branco,2018-03-05,True,3586.0,True,False,True,True,False,False,False,185172,32,19304,2,8.49,Mais de 5 anos,R$ 3.001 a R$ 8.000,70.2,1,3,3,7,Engajado,False,False
277,Amanda Sobrenome,4,Agencia 4,Chapeco,2021-09-16,True,24032.0,True,True,False,True,True,False,True,153332,20,1357,4,4.95,3 a 5 anos,Acima de R$ 15.000,37.2,2,2,1,5,Maduro,False,False
278,Juliana Sobrenome,1,Agencia 1,Toledo,2019-06-16,True,18307.0,True,False,False,True,False,False,True,75273,58,3466,2,7.21,Mais de 5 anos,Acima de R$ 15.000,34.0,1,3,0,4,Em Desenvolvimento,True,True
279,Fernanda Sobrenome,2,Agencia 2,Toledo,2026-08-12,True,22205.0,True,False,False,False,True,True,True,21722,25,62,3,0.05,Menos de 2 anos,Acima de R$ 15.000,11.7,1,0,0,1,Inicial,False,True
280,Fernanda Sobrenome,3,Agencia 3,Cascavel,2019-06-08,True,8468.0,True,False,True,False,False,True,False,70756,96,14832,2,7.23,Mais de 5 anos,R$ 8.001 a R$ 15.000,57.1,1,3,2,6,Maduro,False,False
281,Bruno Sobrenome,1,Agencia 1,Pato Branco,2020-12-28,True,28662.0,True,False,False,True,False,False,True,60804,23,4622,2,5.67,Mais de 5 anos,Acima de R$ 15.000,23.5,1,3,0,4,Em Desenvolvimento,True,True
282,Paula Sobrenome,3,Agencia 3,Pato Branco,2022-07-16,True,6441.0,True,True,False,False,True,False,True,145046,91,1416,3,4.12,3 a 5 anos,R$ 3.001 a R$ 8.000,53.2,1,2,2,5,Maduro,False,False
283,Lucas Sobrenome,1,Agencia 1,Pato Branco,2021-07-26,True,29575.0,True,True,True,False,True,True,True,124545,28,4400,5,5.1,Mais de 5 anos,Acima de R$ 15.000,38.0,2,3,1,6,Maduro,False,False
284,Carlos Sobrenome,2,Agencia 2,Pato Branco,2019-12-16,True,22083.0,True,True,True,True,False,False,False,67473,65,10694,3,6.7,Mais de 5 anos,Acima de R$ 15.000,43.8,1,3,1,5,Maduro,False,False
285,Ricardo Sobrenome,5,Agencia 5,Pato Branco,2019-11-27,True,6005.0,True,False,True,True,False,True,False,115920,100,3029,3,6.76,Mais de 5 anos,R$ 3.001 a R$ 8.000,51.7,1,3,2,6,Maduro,False,False
286,Juliana Sobrenome,2,Agencia 2,Chapeco,2023-04-06,True,21986.0,True,True,True,True,False,False,False,115288,92,621,3,3.4,3 a 5 anos,Acima de R$ 15.000,46.4,1,2,1,4,Em Desenvolvimento,False,False
287,Ricardo Sobrenome,2,Agencia 2,Pato Branco,2025-07-06,True,8440.0,True,False,True,False,False,False,False,72900,52,12683,1,1.15,Menos de 2 anos,R$ 8.001 a R$ 15.000,44.2,0,0,1,1,Inicial,False,False
288,Juliana Sobrenome,2,Agencia 2,Cascavel,2020-01-28,True,14041.0,True,True,False,False,True,False,False,207575,89,9739,2,6.59,Mais de 5 anos,R$ 8.001 a R$ 15.000,76.2,1,3,3,7,Engajado,False,False
289,Paula Sobrenome,4,Agencia 4,Pato Branco,2020-01-28,True,6722.0,True,True,False,True,True,True,False,65103,55,7881,4,6.59,Mais de 5 anos,R$ 3.001 a R$ 8.000,36.8,2,3,0,5,Maduro,False,True
290,Joao Sobrenome,5,Agencia 5,Pato Branco,2026-01-18,True,13687.0,True,False,False,True,True,True,True,18603,87,8815,4,0.61,Menos de 2 anos,R$ 8.001 a R$ 15.000,36.8,2,0,0,2,Inicial,False,True
291,Lucas Sobrenome,5,Agencia 5,Cascavel,2026-03-09,True,19960.0,True,False,True,True,True,False,False,84745,16,8886,3,0.48,Menos de 2 anos,Acima de R$ 15.000,32.7,1,0,0,1,Inicial,False,True
292,Mariana Sobrenome,2,Agencia 2,Pato Branco,2022-01-02,True,5798.0,True,True,False,False,True,True,False,183501,91,9107,3,4.66,3 a 5 anos,R$ 3.001 a R$ 8.000,71.4,1,2,3,6,Maduro,False,False
293,Fernanda Sobrenome,4,Agencia 4,Maringa,2025-07-22,True,4723.0,True,False,True,True,True,True,False,229068,10,9629,4,1.11,Menos de 2 anos,R$ 3.001 a R$ 8.000,60.1,2,0,2,4,Em Desenvolvimento,False,False
294,Ricardo Sobrenome,2,Agencia 2,Toledo,2022-10-18,True,20722.0,True,False,False,False,True,False,True,40736,13,9349,2,3.87,3 a 5 anos,Acima de R$ 15.000,23.8,1,2,0,3,Em Desenvolvimento,True,True
295,Bruno Sobrenome,2,Agencia 2,Pato Branco,2019-09-27,True,23989.0,True,False,False,True,False,False,False,174452,56,3286,1,6.92,Mais de 5 anos,Acima de R$ 15.000,53.0,0,3,2,5,Maduro,True,False
296,Juliana Sobrenome,1,Agencia 1,Chapeco,2024-11-09,True,27897.0,True,False,False,False,True,True,False,65272,1,8836,2,1.8,Menos de 2 anos,Acima de R$ 15.000,24.5,1,0,0,1,Inicial,True,True
297,Amanda Sobrenome,3,Agencia 3,Toledo,2025-01-08,True,3160.0,True,False,False,True,True,False,True,95446,88,17142,3,1.64,Menos de 2 anos,R$ 3.001 a R$ 8.000,62.2,1,0,2,3,Em Desenvolvimento,False,False
298,Carlos Sobrenome,3,Agencia 3,Cascavel,2024-08-19,True,9858.0,True,False,False,True,False,True,True,178498,38,6910,3,2.03,2 a 3 anos,R$ 8.001 a R$ 15.000,54.2,1,1,2,4,Em Desenvolvimento,False,False
299,Mariana Sobrenome,1,Agencia 1,Pato Branco,2022-03-25,True,27305.0,True,True,False,False,False,True,False,38398,5,14462,2,4.43,3 a 5 anos,Acima de R$ 15.000,27.8,1,2,0,3,Em Desenvolvimento,True,True
300,Amanda Sobrenome,2,Agencia 2,Toledo,2023-01-23,True,12740.0,True,False,True,True,True,False,False,29925,85,1597,3,3.6,3 a 5 anos,R$ 8.001 a R$ 15.000,29.2,1,2,0,3,Em Desenvolvimento,False,True
301,Ricardo Sobrenome,2,Agencia 2,Maringa,2025-09-15,True,6645.0,True,True,False,False,True,False,True,154254,69,3465,3,0.96,Menos de 2 anos,R$ 3.001 a R$ 8.000,52.5,1,0,2,3,Em Desenvolvimento,False,False
302,Ricardo Sobrenome,4,Agencia 4,Pato Branco,2023-05-02,True,27802.0,True,False,False,True,True,True,True,132843,24,6622,4,3.33,3 a 5 anos,Acima de R$ 15.000,40.7,2,2,1,5,Maduro,False,False
303,Ricardo Sobrenome,5,Agencia 5,Pato Branco,2019-08-15,True,23284.0,True,False,False,True,True,False,False,224268,7,12741,2,7.04,Mais de 5 anos,Acima de R$ 15.000,62.5,1,3,2,6,Maduro,True,False
304,Fernanda Sobrenome,4,Agencia 4,Maringa,2019-02-19,True,4956.0,True,True,False,False,True,True,False,105095,87,19301,3,7.53,Mais de 5 anos,R$ 3.001 a R$ 8.000,66.3,1,3,3,7,Engajado,False,False
305,Juliana Sobrenome,3,Agencia 3,Chapeco,2020-12-26,True,14886.0,True,True,True,True,True,False,True,174571,9,4314,5,5.68,Mais de 5 anos,R$ 8.001 a R$ 15.000,42.7,2,3,1,6,Maduro,False,False
306,Juliana Sobrenome,5,Agencia 5,Pato Branco,2022-05-21,True,3438.0,True,False,True,True,False,True,True,66142,95,8334,4,4.28,3 a 5 anos,R$ 3.001 a R$ 8.000,47.3,2,2,1,5,Maduro,False,False
307,Joao Sobrenome,1,Agencia 1,Pato Branco,2022-06-11,True,7336.0,True,True,False,True,False,True,False,83863,47,1937,3,4.22,3 a 5 anos,R$ 3.001 a R$ 8.000,31.8,1,2,0,3,Em Desenvolvimento,False,True
308,Lucas Sobrenome,2,Agencia 2,Toledo,2023-01-13,True,,False,False,True,False,True,False,True,108536,95,15715,3,3.63,3 a 5 anos,Nao informado,64.9,1,2,3,6,Maduro,False,False
309,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2018-01-11,True,4056.0,True,True,False,True,True,True,True,243651,92,6227,5,8.63,Mais de 5 anos,R$ 3.001 a R$ 8.000,78.7,2,3,3,8,Engajado,False,False
310,Ricardo Sobrenome,2,Agencia 2,Pato Branco,2020-03-04,True,18173.0,True,False,False,False,True,False,False,212236,22,1241,1,6.49,Mais de 5 anos,Acima de R$ 15.000,49.4,0,3,1,4,Em Desenvolvimento,True,False
311,Lucas Sobrenome,1,Agencia 1,Chapeco,2022-11-03,True,17576.0,True,False,False,True,False,True,False,247888,6,9397,2,3.82,3 a 5 anos,Acima de R$ 15.000,62.6,1,2,2,5,Maduro,True,False
312,Ricardo Sobrenome,1,Agencia 1,Chapeco,2019-04-19,True,23840.0,True,True,False,False,False,True,True,194284,25,10579,3,7.36,Mais de 5 anos,Acima de R$ 15.000,59.0,1,3,2,6,Maduro,False,False
313,Mariana Sobrenome,4,Agencia 4,Pato Branco,2024-06-12,True,22666.0,True,False,False,False,False,False,True,80089,100,11370,1,2.21,2 a 3 anos,Acima de R$ 15.000,55.9,0,1,2,3,Em Desenvolvimento,True,False
314,Mariana Sobrenome,2,Agencia 2,Cascavel,2019-06-21,True,7436.0,True,False,True,True,True,True,True,249864,99,9661,5,7.19,Mais de 5 anos,R$ 3.001 a R$ 8.000,86.8,2,3,3,8,Engajado,False,False
315,Paula Sobrenome,2,Agencia 2,Pato Branco,2021-10-09,True,10213.0,True,False,True,False,True,False,True,199077,85,19673,3,4.89,3 a 5 anos,R$ 8.001 a R$ 15.000,86.0,1,2,3,6,Maduro,False,False
316,Lucas Sobrenome,5,Agencia 5,Toledo,2021-07-25,True,29933.0,True,True,True,True,False,True,True,95727,70,15702,5,5.1,Mais de 5 anos,Acima de R$ 15.000,56.4,2,3,2,7,Engajado,False,False
317,Ricardo Sobrenome,1,Agencia 1,Pato Branco,2022-03-08,True,10755.0,True,True,False,False,False,False,False,222401,96,12074,1,4.48,3 a 5 anos,R$ 8.001 a R$ 15.000,83.3,0,2,3,5,Maduro,False,False
318,Bruno Sobrenome,2,Agencia 2,Cascavel,2022-12-09,True,29933.0,True,True,True,True,True,True,False,211121,80,14397,5,3.72,3 a 5 anos,Acima de R$ 15.000,80.3,2,2,3,7,Engajado,False,False
319,Bruno Sobrenome,4,Agencia 4,Pato Branco,2021-01-21,True,25428.0,True,False,False,True,False,False,False,103157,39,10687,1,5.6,Mais de 5 anos,Acima de R$ 15.000,44.2,0,3,1,4,Em Desenvolvimento,True,False
320,Mariana Sobrenome,4,Agencia 4,Toledo,2025-04-06,True,8291.0,True,False,True,False,True,True,False,101177,11,19066,3,1.4,Menos de 2 anos,R$ 8.001 a R$ 15.000,46.5,1,0,1,2,Inicial,False,False
321,Juliana Sobrenome,5,Agencia 5,Chapeco,2019-04-24,True,7323.0,True,False,False,True,True,False,True,127838,47,16766,3,7.35,Mais de 5 anos,R$ 3.001 a R$ 8.000,59.1,1,3,2,6,Maduro,False,False
322,Bruno Sobrenome,3,Agencia 3,Maringa,2023-03-15,True,7059.0,True,False,False,True,True,False,True,44586,38,13391,3,3.46,3 a 5 anos,R$ 3.001 a R$ 8.000,36.1,1,2,0,3,Em Desenvolvimento,False,True
323,Carlos Sobrenome,2,Agencia 2,Pato Branco,2024-05-14,True,23963.0,True,True,False,True,False,True,False,226274,39,13870,3,2.29,2 a 3 anos,Acima de R$ 15.000,72.6,1,1,3,5,Maduro,False,False
324,Ricardo Sobrenome,5,Agencia 5,Pato Branco,2023-08-11,True,7853.0,True,False,False,False,False,True,False,207461,0,17492,1,3.05,3 a 5 anos,R$ 3.001 a R$ 8.000,63.7,0,2,3,5,Maduro,False,False
325,Carlos Sobrenome,5,Agencia 5,Pato Branco,2026-02-01,True,4379.0,True,False,True,True,False,True,True,66770,0,9589,4,0.57,Menos de 2 anos,R$ 3.001 a R$ 8.000,25.7,2,0,0,2,Inicial,False,True
326,Mariana Sobrenome,1,Agencia 1,Pato Branco,2026-04-09,True,17603.0,True,True,False,False,False,True,True,66137,94,9329,3,0.39,Menos de 2 anos,Acima de R$ 15.000,48.2,1,0,1,2,Inicial,False,False
327,Joao Sobrenome,4,Agencia 4,Pato Branco,2026-02-19,True,11022.0,True,False,False,False,True,True,False,222117,33,5253,2,0.53,Menos de 2 anos,R$ 8.001 a R$ 15.000,59.4,1,0,2,3,Em Desenvolvimento,False,False
328,Joao Sobrenome,2,Agencia 2,Pato Branco,2019-09-05,True,6073.0,True,True,False,False,True,False,False,148897,50,8360,2,6.98,Mais de 5 anos,R$ 3.001 a R$ 8.000,53.5,1,3,2,6,Maduro,False,False
329,Carlos Sobrenome,1,Agencia 1,Maringa,2019-01-22,True,2213.0,True,False,True,True,False,True,False,119261,42,13841,3,7.6,Mais de 5 anos,Ate R$ 3.000,52.0,1,3,2,6,Maduro,False,False
330,Lucas Sobrenome,2,Agencia 2,Pato Branco,2020-06-01,True,2835.0,True,True,False,True,False,True,False,95091,46,10923,3,6.25,Mais de 5 anos,Ate R$ 3.000,44.7,1,3,1,5,Maduro,False,False
331,Paula Sobrenome,2,Agencia 2,Cascavel,2022-11-20,True,18349.0,True,False,True,True,True,False,False,57882,50,9149,3,3.78,3 a 5 anos,Acima de R$ 15.000,36.1,1,2,0,3,Em Desenvolvimento,False,True
332,Fernanda Sobrenome,2,Agencia 2,Pato Branco,2025-06-21,True,29276.0,True,True,True,False,True,True,True,142756,35,3744,5,1.19,Menos de 2 anos,Acima de R$ 15.000,42.0,2,0,1,3,Em Desenvolvimento,False,False
333,Carlos Sobrenome,3,Agencia 3,Cascavel,2018-06-14,True,28998.0,True,False,True,False,False,True,True,101682,91,19120,3,8.21,Mais de 5 anos,Acima de R$ 15.000,66.5,1,3,3,7,Engajado,False,False
334,Lucas Sobrenome,4,Agencia 4,Pato Branco,2022-09-13,True,27341.0,True,True,True,True,False,True,True,32480,80,11653,5,3.96,3 a 5 anos,Acima de R$ 15.000,41.2,2,2,1,5,Maduro,False,False
335,Ricardo Sobrenome,2,Agencia 2,Maringa,2025-08-26,True,12783.0,True,False,True,True,True,True,True,173952,91,14776,5,1.01,Menos de 2 anos,R$ 8.001 a R$ 15.000,75.8,2,0,3,5,Maduro,False,False
336,Paula Sobrenome,4,Agencia 4,Maringa,2020-06-11,True,23437.0,True,True,True,True,True,False,True,213432,80,10659,5,6.22,Mais de 5 anos,Acima de R$ 15.000,76.4,2,3,3,8,Engajado,False,False
337,Joao Sobrenome,1,Agencia 1,Toledo,2023-10-11,True,21863.0,True,True,False,False,False,True,False,230740,100,9611,2,2.89,2 a 3 anos,Acima de R$ 15.000,82.9,1,1,3,5,Maduro,True,False
338,Mariana Sobrenome,3,Agencia 3,Pato Branco,2023-08-25,True,2265.0,True,False,False,False,True,True,True,201202,26,9971,3,3.01,3 a 5 anos,Ate R$ 3.000,60.2,1,2,2,5,Maduro,False,False
339,Fernanda Sobrenome,4,Agencia 4,Pato Branco,2018-03-20,True,4671.0,True,True,True,False,False,False,True,6095,37,3802,3,8.45,Mais de 5 anos,R$ 3.001 a R$ 8.000,15.4,1,3,0,4,Em Desenvolvimento,False,True
340,Fernanda Sobrenome,4,Agencia 4,Pato Branco,,False,10900.0,True,False,False,True,False,True,True,116408,47,17696,3,,Nao informado,R$ 8.001 a R$ 15.000,57.7,1,1,2,4,Em Desenvolvimento,False,False
341,Carlos Sobrenome,4,Agencia 4,Cascavel,2024-09-22,True,6176.0,True,False,True,False,False,True,False,180035,83,16667,2,1.94,Menos de 2 anos,R$ 3.001 a R$ 8.000,77.7,1,0,3,4,Em Desenvolvimento,False,False
342,Bruno Sobrenome,1,Agencia 1,Pato Branco,2021-05-04,True,14509.0,True,False,False,False,True,True,True,21626,65,125,3,5.32,Mais de 5 anos,R$ 8.001 a R$ 15.000,21.8,1,3,0,4,Em Desenvolvimento,False,True
343,Joao Sobrenome,1,Agencia 1,Cascavel,2023-07-06,True,27166.0,True,False,True,False,False,True,False,190001,93,11439,2,3.15,3 a 5 anos,Acima de R$ 15.000,75.7,1,2,3,6,Maduro,True,False
344,Lucas Sobrenome,1,Agencia 1,Pato Branco,2019-04-20,True,11742.0,True,True,True,False,False,True,False,43330,18,2172,3,7.36,Mais de 5 anos,R$ 8.001 a R$ 15.000,16.2,1,3,0,4,Em Desenvolvimento,False,True
345,Bruno Sobrenome,4,Agencia 4,Chapeco,2020-10-15,True,17837.0,True,False,True,False,True,False,False,143014,66,3462,2,5.87,Mais de 5 anos,Acima de R$ 15.000,49.6,1,3,1,5,Maduro,True,False
346,Mariana Sobrenome,5,Agencia 5,Pato Branco,2020-07-27,True,27500.0,True,False,True,False,False,False,True,238567,86,7787,2,6.09,Mais de 5 anos,Acima de R$ 15.000,78.5,1,3,3,7,Engajado,True,False
347,Juliana Sobrenome,5,Agencia 5,Pato Branco,2021-07-23,True,21938.0,True,True,False,True,False,True,False,169197,73,4485,3,5.1,Mais de 5 anos,Acima de R$ 15.000,57.6,1,3,2,6,Maduro,False,False
348,Ricardo Sobrenome,5,Agencia 5,Toledo,2022-03-23,True,9970.0,True,True,True,True,False,True,True,179305,37,12126,5,4.44,3 a 5 anos,R$ 8.001 a R$ 15.000,60.9,2,2,2,6,Maduro,False,False
349,Lucas Sobrenome,1,Agencia 1,Toledo,2019-06-12,True,3169.0,True,True,False,False,False,False,False,172591,79,16338,1,7.22,Mais de 5 anos,R$ 3.001 a R$ 8.000,74.4,0,3,3,6,Maduro,False,False
350,Lucas Sobrenome,2,Agencia 2,Cascavel,2022-04-01,True,28894.0,True,False,False,False,True,False,False,142411,59,7633,1,4.41,3 a 5 anos,Acima de R$ 15.000,52.9,0,2,2,4,Em Desenvolvimento,True,False
351,Paula Sobrenome,1,Agencia 1,Cascavel,2023-06-11,True,23144.0,True,True,False,True,False,True,True,212606,84,6293,4,3.22,3 a 5 anos,Acima de R$ 15.000,71.4,2,2,3,7,Engajado,False,False
352,Paula Sobrenome,2,Agencia 2,Maringa,2024-08-07,True,9772.0,True,True,True,True,False,False,False,230475,68,4521,3,2.06,2 a 3 anos,R$ 8.001 a R$ 15.000,68.8,1,1,3,5,Maduro,False,False
353,Ricardo Sobrenome,4,Agencia 4,Toledo,2022-10-01,True,27369.0,True,False,True,False,False,True,False,144071,29,16683,2,3.91,3 a 5 anos,Acima de R$ 15.000,57.3,1,2,2,5,Maduro,True,False
354,Ricardo Sobrenome,5,Agencia 5,Chapeco,2019-12-02,True,22528.0,True,True,False,False,False,True,False,5737,40,4088,2,6.74,Mais de 5 anos,Acima de R$ 15.000,16.5,1,3,0,4,Em Desenvolvimento,True,True
355,Amanda Sobrenome,4,Agencia 4,Chapeco,2026-05-28,True,25912.0,True,False,False,False,False,False,False,9242,46,9515,0,0.26,Menos de 2 anos,Acima de R$ 15.000,25.8,0,0,0,0,Inicial,True,True
356,Paula Sobrenome,2,Agencia 2,Maringa,2023-07-08,True,7581.0,True,False,False,False,True,False,True,165185,8,18579,2,3.15,3 a 5 anos,R$ 3.001 a R$ 8.000,58.4,1,2,2,5,Maduro,False,False
357,Amanda Sobrenome,5,Agencia 5,Cascavel,2025-03-01,True,20565.0,True,True,True,False,False,True,False,147881,55,1891,3,1.5,Menos de 2 anos,Acima de R$ 15.000,46.0,1,0,1,2,Inicial,False,False
358,Lucas Sobrenome,3,Agencia 3,Toledo,,False,8099.0,True,True,True,True,True,False,False,153237,27,16236,4,,Nao informado,R$ 8.001 a R$ 15.000,57.8,2,1,2,5,Maduro,False,False
359,Bruno Sobrenome,1,Agencia 1,Cascavel,2020-05-16,True,22079.0,True,True,True,True,False,False,False,1337,15,12354,3,6.29,Mais de 5 anos,Acima de R$ 15.000,19.4,1,3,0,4,Em Desenvolvimento,False,True
360,Bruno Sobrenome,1,Agencia 1,Cascavel,2020-11-25,True,24247.0,True,False,True,True,True,True,False,6542,20,18219,4,5.76,Mais de 5 anos,Acima de R$ 15.000,29.0,2,3,0,5,Maduro,False,True
361,Juliana Sobrenome,4,Agencia 4,Pato Branco,2024-05-12,True,14105.0,True,True,False,True,False,False,False,119638,50,5435,2,2.3,2 a 3 anos,R$ 8.001 a R$ 15.000,43.8,1,1,1,3,Em Desenvolvimento,False,False
362,Fernanda Sobrenome,3,Agencia 3,Pato Branco,2018-12-04,True,24679.0,True,True,False,False,True,True,False,115695,66,3299,3,7.74,Mais de 5 anos,Acima de R$ 15.000,43.7,1,3,1,5,Maduro,False,False
363,Bruno Sobrenome,4,Agencia 4,Pato Branco,2022-11-21,True,17169.0,True,True,True,True,False,False,False,17893,39,13464,3,3.77,3 a 5 anos,Acima de R$ 15.000,31.1,1,2,0,3,Em Desenvolvimento,False,True
364,Mariana Sobrenome,3,Agencia 3,Maringa,2018-07-24,True,16866.0,True,True,True,False,False,False,True,72612,84,2987,3,8.1,Mais de 5 anos,Acima de R$ 15.000,39.1,1,3,1,5,Maduro,False,False
365,Bruno Sobrenome,3,Agencia 3,Pato Branco,2020-11-07,True,12513.0,True,False,True,False,True,True,True,108812,82,17897,4,5.81,Mais de 5 anos,R$ 8.001 a R$ 15.000,64.2,2,3,3,8,Engajado,False,False
366,Juliana Sobrenome,4,Agencia 4,Pato Branco,2023-02-18,True,24176.0,True,False,False,False,True,True,False,221090,100,11981,2,3.53,3 a 5 anos,Acima de R$ 15.000,84.0,1,2,3,6,Maduro,True,False
367,Bruno Sobrenome,4,Agencia 4,Chapeco,2021-05-15,True,13373.0,True,True,True,False,True,False,True,186598,6,14012,4,5.29,Mais de 5 anos,R$ 8.001 a R$ 15.000,56.9,2,3,2,7,Engajado,False,False
368,Bruno Sobrenome,1,Agencia 1,Toledo,2024-02-01,True,5902.0,True,False,False,False,False,False,True,129187,13,17387,1,2.58,2 a 3 anos,R$ 3.001 a R$ 8.000,51.0,0,1,2,3,Em Desenvolvimento,False,False
369,Mariana Sobrenome,2,Agencia 2,Toledo,,False,11330.0,True,True,True,True,False,False,True,26090,55,5478,4,,Nao informado,R$ 8.001 a R$ 15.000,27.0,2,1,0,3,Em Desenvolvimento,False,True
370,Fernanda Sobrenome,2,Agencia 2,Chapeco,2018-07-09,True,13255.0,True,False,False,True,False,False,True,53664,60,19175,2,8.14,Mais de 5 anos,R$ 8.001 a R$ 15.000,50.1,1,3,1,5,Maduro,False,False
371,Lucas Sobrenome,5,Agencia 5,Toledo,2018-10-04,True,9699.0,True,True,False,True,False,False,False,161712,85,50,2,7.9,Mais de 5 anos,R$ 8.001 a R$ 15.000,53.6,1,3,2,6,Maduro,False,False
